SC2,SC3,SC4,B2b,H9New,H10,H11,H12,Z1,Z5,Z10,WEIGHT
4,1,4122,3,4,2,3.0,3.0,6,1,1,0.99
4,1,4119,4,4,1,5.0,1.0,6,4,1,0.99
4,1,4118,5,3,1,3.0,4.0,3,4,1,0.99
4,1,4118,4,5,1,4.0,4.0,6,6,2,0.99
4,1,4118,3,4,1,4.0,4.0,6,5,2,0.99
4,1,4118,3,3,1,3.0,3.0,6,6,2,0.99
4,1,4113,3,6,1,3.0,3.0,6,3,1,0.99
4,1,4113,5,5,1,4.0,1.0,6,4,1,0.99
4,1,4113,1,3,1,3.0,4.0,6,3,1,0.99
4,1,4113,4,4,1,4.0,3.0,6,6,2,0.99
4,1,4110,5,5,1,4.0,1.0,6,4,1,0.99
4,1,4109,4,4,1,4.0,4.0,3,3,2,0.99
4,1,4101,5,5,1,4.0,1.0,6,4,1,0.99
4,1,4101,5,5,1,4.0,1.0,6,4,1,0.99
4,1,4074,2,1,2,1.0,5.0,3,5,1,0.99
4,1,4074,5,3,1,4.0,4.0,5,1,2,0.99
4,1,4068,3,6,1,3.0,2.0,4,1,2,0.99
4,1,4066,4,4,1,4.0,4.0,4,5,2,0.99
4,1,4059,3,4,2,3.0,3.0,5,3,1,0.99
4,1,4054,2,1,1,1.0,4.0,5,5,1,0.99
4,1,4053,3,4,1,3.0,3.0,6,2,1,0.99
4,1,4034,3,3,1,3.0,3.0,6,4,2,0.99
4,1,4031,5,5,1,4.0,4.0,6,8,2,0.99
4,1,4030,4,4,1,4.0,2.0,4,2,1,0.99
4,1,4019,4,3,1,4.0,3.0,6,3,2,0.99
4,1,4018,4,4,1,4.0,4.0,1,5,1,0.99
4,1,4017,4,4,1,4.0,4.0,6,8,2,0.99
4,1,4006,3,4,1,4.0,3.0,6,3,2,0.99
4,1,4000,5,5,1,4.0,1.0,6,4,1,0.99
4,1,4879,4,4,1,3.0,3.0,3,6,2,1.0
4,1,4877,4,4,1,4.0,4.0,6,3,2,1.0
4,1,4872,4,5,1,4.0,2.0,6,5,2,1.0
4,1,4870,3,5,1,4.0,3.0,3,8,2,1.0
4,1,4870,1,3,1,4.0,3.0,6,2,2,1.0
4,1,4868,2,3,1,4.0,4.0,6,6,2,1.0
4,1,4860,4,4,1,4.0,4.0,6,5,2,1.0
4,1,4817,4,4,2,4.0,3.0,6,3,2,1.0
4,1,4815,5,4,1,4.0,3.0,6,5,1,1.0
4,1,4810,4,3,1,4.0,4.0,6,6,2,1.0
4,1,4805,6,5,1,3.0,3.0,3,3,1,1.0
4,1,4802,5,4,1,3.0,4.0,6,4,1,1.0
4,1,4802,4,5,1,4.0,1.0,6,4,1,1.0
4,1,4701,3,4,2,4.0,4.0,6,5,2,1.0
4,1,4680,3,3,1,3.0,3.0,6,8,2,1.0
4,1,4680,3,3,1,3.0,3.0,6,8,2,1.0
4,1,4680,3,3,1,3.0,3.0,6,8,2,1.0
4,1,4680,2,2,1,2.0,2.0,6,1,2,1.0
4,1,4680,3,4,1,4.0,4.0,4,6,2,1.0
4,1,4655,4,4,1,4.0,3.0,4,5,2,1.0
4,1,4570,3,4,1,5.0,4.0,6,2,2,1.0
4,1,4402,4,4,1,4.0,1.0,6,4,1,1.0
4,1,4350,4,4,1,4.0,3.0,4,97,1,1.0
4,1,4350,2,3,1,2.0,2.0,6,6,2,1.0
4,1,4304,4,4,1,3.0,3.0,6,5,2,1.0
4,1,4304,3,2,1,2.0,2.0,6,2,2,1.0
4,1,4304,3,3,1,4.0,3.0,6,5,2,1.0
4,1,4301,2,4,1,,,6,2,2,1.0
3,1,4560,2,2,1,2.0,2.0,3,5,2,1.38
3,1,4506,4,4,1,,,6,7,2,1.38
3,1,4503,2,2,1,2.0,2.0,5,5,2,1.38
3,1,4502,4,5,2,4.0,2.0,3,1,2,1.38
3,1,4305,6,3,1,3.0,3.0,6,5,2,1.38
3,1,4218,5,5,1,4.0,4.0,4,3,2,1.38
3,1,4217,5,5,1,4.0,1.0,6,5,1,1.38
3,1,4217,5,4,1,4.0,3.0,6,5,2,1.38
3,1,4212,4,5,1,4.0,3.0,6,1,2,1.38
3,1,4211,5,4,1,4.0,2.0,6,1,2,1.38
3,1,4211,4,4,2,4.0,4.0,6,1,2,1.38
3,1,4211,3,2,1,4.0,4.0,6,2,2,1.38
3,1,4179,4,4,2,,,6,1,2,1.38
3,1,4179,4,4,1,4.0,4.0,6,3,2,1.38
3,1,4178,4,5,1,4.0,4.0,3,5,2,1.38
3,1,4173,4,6,1,,,6,5,2,1.38
3,1,4164,6,6,2,3.0,3.0,6,2,2,1.38
3,1,4156,3,4,1,3.0,2.0,4,3,2,1.38
3,1,4128,4,4,1,4.0,4.0,2,8,2,1.38
3,1,4123,3,3,1,,,6,2,2,1.38
3,1,4122,4,4,1,3.0,3.0,6,1,1,1.38
3,1,4116,2,4,1,3.0,2.0,5,2,2,1.38
3,1,4114,4,3,2,4.0,4.0,6,7,2,1.38
3,1,4113,4,5,1,4.0,4.0,6,4,2,1.38
3,1,4113,4,4,1,3.0,2.0,6,97,2,1.38
3,1,4109,3,3,1,,,6,7,2,1.38
3,1,4109,3,4,2,4.0,4.0,3,1,2,1.38
3,1,4107,4,4,1,3.0,4.0,2,2,1,1.38
3,1,4105,4,4,1,4.0,4.0,6,1,2,1.38
3,1,4105,5,3,2,2.0,4.0,3,5,2,1.38
3,1,4104,4,5,1,2.0,3.0,2,4,2,1.38
3,1,4101,4,5,1,4.0,4.0,5,3,2,1.38
3,1,4074,2,3,1,3.0,2.0,6,3,2,1.38
3,1,4069,3,3,1,4.0,3.0,5,3,2,1.38
3,1,4068,3,2,1,4.0,4.0,6,3,2,1.38
3,1,4067,1,2,1,2.0,2.0,6,3,2,1.38
3,1,4064,1,2,1,2.0,2.0,6,3,2,1.38
3,1,4055,4,4,1,4.0,3.0,3,5,2,1.38
3,1,4055,4,4,1,4.0,3.0,3,5,2,1.38
3,1,4053,4,4,2,4.0,3.0,6,1,2,1.38
3,1,4053,4,4,1,3.0,2.0,3,3,2,1.38
3,1,4032,3,2,2,2.0,4.0,6,97,2,1.38
3,1,4010,3,4,1,2.0,3.0,4,6,2,1.38
3,1,4007,5,5,1,5.0,5.0,6,3,1,1.38
3,1,4000,4,4,1,4.0,2.0,3,4,1,1.38
3,1,4000,5,3,2,2.0,4.0,3,4,1,1.38
3,1,4000,5,5,1,5.0,5.0,2,3,2,1.38
3,1,4000,5,5,2,4.0,3.0,2,4,2,1.38
3,1,4878,4,4,1,3.0,3.0,4,3,2,1.56
3,1,4870,3,5,2,4.0,4.0,4,3,2,1.56
3,1,4870,5,4,2,4.0,4.0,4,3,2,1.56
3,1,4870,4,1,1,3.0,3.0,4,3,2,1.56
3,1,4865,4,4,2,4.0,2.0,6,1,2,1.56
3,1,4814,4,4,1,4.0,3.0,1,3,1,1.56
3,1,4814,4,4,1,4.0,4.0,6,7,2,1.56
3,1,4814,4,4,1,,,6,3,2,1.56
3,1,4810,4,4,1,4.0,3.0,3,2,1,1.56
3,1,4810,3,3,1,3.0,3.0,5,1,2,1.56
3,1,4800,4,4,2,,,6,1,2,1.56
3,1,4680,5,4,2,4.0,4.0,3,3,1,1.56
3,1,4680,3,3,1,3.0,5.0,6,3,2,1.56
3,1,4655,6,6,1,3.0,3.0,2,4,2,1.56
3,1,4350,4,4,1,4.0,2.0,5,1,2,1.56
3,1,4350,4,3,2,3.0,4.0,6,3,2,1.56
3,1,4303,3,5,1,4.0,4.0,6,3,2,1.56
3,1,4301,4,4,2,4.0,3.0,4,4,1,1.56
3,1,4301,3,4,1,4.0,4.0,6,5,2,1.56
3,1,4078,4,4,1,,,3,4,1,1.56
3,1,4078,4,4,1,4.0,4.0,6,2,2,1.56
3,1,4077,6,6,1,3.0,4.0,6,97,1,1.56
3,1,4075,3,4,1,,,3,4,1,1.56
3,1,4075,3,4,1,4.0,2.0,3,1,2,1.56
3,1,26,4,4,2,4.0,2.0,6,1,2,1.56
5,1,4879,5,4,1,4.0,1.0,2,3,2,1.65
5,1,4870,3,3,1,4.0,3.0,4,6,2,1.65
5,1,4818,3,3,1,4.0,3.0,6,6,2,1.65
5,1,4817,4,3,1,3.0,4.0,6,8,2,1.65
5,1,4810,3,3,1,2.0,2.0,6,3,2,1.65
5,1,4740,3,4,1,3.0,4.0,6,6,2,1.65
5,1,4701,3,3,1,4.0,3.0,3,8,2,1.65
5,1,4701,2,3,1,3.0,1.0,6,5,2,1.65
5,1,4670,4,4,1,,,6,8,2,1.65
5,1,4570,3,5,1,4.0,4.0,6,6,2,1.65
5,1,4350,5,5,1,4.0,4.0,6,3,2,1.65
5,1,4350,4,4,1,4.0,2.0,6,3,2,1.65
5,1,4077,3,2,1,2.0,2.0,6,7,2,1.65
5,1,4077,4,4,1,4.0,4.0,6,7,2,1.65
5,1,4511,5,3,1,4.0,3.0,6,2,2,2.14
5,1,4509,5,3,1,3.0,2.0,2,1,1,2.14
5,1,4507,3,3,1,,,4,7,2,2.14
5,1,4500,3,3,1,3.0,4.0,6,3,2,2.14
5,1,4305,3,3,2,3.0,3.0,6,1,2,2.14
5,1,4272,5,5,1,4.0,1.0,6,5,1,2.14
5,1,4228,4,4,1,4.0,4.0,6,6,2,2.14
5,1,4217,4,4,1,4.0,3.0,5,8,2,2.14
5,1,4215,4,4,1,3.0,3.0,6,6,2,2.14
5,1,4211,3,3,2,3.0,4.0,4,7,2,2.14
5,1,4170,3,3,1,3.0,3.0,6,7,2,2.14
5,1,4170,4,4,1,4.0,3.0,6,8,2,2.14
5,1,4115,4,3,2,3.0,3.0,6,7,1,2.14
5,1,4069,4,4,1,5.0,5.0,6,5,2,2.14
5,1,4053,5,5,1,4.0,4.0,6,2,2,2.14
5,1,4035,2,4,1,,,6,7,2,2.14
5,1,4020,5,4,1,4.0,4.0,6,3,2,2.14
2,1,4510,5,5,1,5.0,2.0,6,1,1,5.59
2,1,4217,4,4,1,4.0,4.0,3,2,2,5.59
2,1,4122,4,4,1,4.0,5.0,6,2,2,5.59
2,1,4105,4,2,2,3.0,2.0,6,2,2,5.59
2,1,4104,4,4,1,4.0,4.0,4,4,2,5.59
2,1,4104,4,4,1,4.0,4.0,4,4,2,5.59
2,1,4065,4,4,1,3.0,3.0,6,7,2,5.59
2,1,4007,2,3,1,4.0,4.0,6,1,2,5.59
2,1,4812,4,3,1,4.0,4.0,2,3,2,6.27
2,1,4702,4,2,1,4.0,3.0,6,7,2,6.27
2,1,4701,2,2,2,2.0,2.0,3,1,2,6.27
2,1,4078,5,3,1,4.0,3.0,6,7,1,6.27
3,2,4879,4,4,2,4.0,3.0,4,4,1,0.63
3,2,4879,4,4,2,4.0,3.0,6,1,2,0.63
3,2,4870,5,5,1,4.0,4.0,3,4,1,0.63
3,2,4870,4,4,1,3.0,3.0,2,4,1,0.63
3,2,4870,4,5,1,4.0,4.0,3,4,1,0.63
3,2,4870,4,4,2,4.0,4.0,6,4,2,0.63
3,2,4870,5,5,2,4.0,4.0,3,4,2,0.63
3,2,4870,4,4,1,4.0,3.0,6,1,2,0.63
3,2,4818,3,4,1,4.0,2.0,6,97,1,0.63
3,2,4818,5,5,1,5.0,4.0,5,4,2,0.63
3,2,4818,4,3,1,3.0,4.0,6,3,2,0.63
3,2,4818,4,4,1,3.0,4.0,6,3,2,0.63
3,2,4817,5,3,1,3.0,1.0,6,6,2,0.63
3,2,4817,3,3,1,4.0,3.0,6,5,2,0.63
3,2,4817,3,5,1,4.0,4.0,6,5,2,0.63
3,2,4814,2,3,1,3.0,3.0,6,3,2,0.63
3,2,4812,3,4,1,4.0,3.0,4,7,2,0.63
3,2,4812,6,4,1,,,3,3,2,0.63
3,2,4810,3,3,2,3.0,3.0,6,4,2,0.63
3,2,4810,3,3,1,,,6,3,2,0.63
3,2,4740,5,4,1,4.0,4.0,3,5,1,0.63
3,2,4740,2,4,1,4.0,3.0,6,3,2,0.63
3,2,4740,4,3,1,3.0,3.0,2,5,2,0.63
3,2,4740,2,1,1,3.0,2.0,6,4,2,0.63
3,2,4740,4,5,1,4.0,5.0,2,4,2,0.63
3,2,4740,4,4,1,3.0,4.0,3,6,2,0.63
3,2,4703,5,4,1,4.0,3.0,6,5,2,0.63
3,2,4703,4,3,1,4.0,4.0,6,4,2,0.63
3,2,4701,2,2,1,3.0,3.0,6,7,2,0.63
3,2,4701,4,6,2,4.0,4.0,6,5,2,0.63
3,2,4701,3,4,1,4.0,4.0,6,3,2,0.63
3,2,4701,3,4,1,3.0,3.0,6,1,2,0.63
3,2,4680,4,4,1,4.0,5.0,2,2,2,0.63
3,2,4680,2,2,2,2.0,3.0,5,5,2,0.63
3,2,4680,2,3,1,3.0,3.0,6,5,2,0.63
3,2,4655,6,3,1,4.0,3.0,6,4,2,0.63
3,2,4570,4,4,1,4.0,4.0,6,3,2,0.63
3,2,4350,3,4,1,4.0,4.0,6,6,2,0.63
3,2,4350,4,5,1,,,5,5,2,0.63
3,2,4350,5,4,1,4.0,3.0,6,3,2,0.63
3,2,4350,4,4,1,5.0,4.0,5,3,2,0.63
3,2,4307,4,4,1,,,3,1,2,0.63
3,2,4301,3,3,1,3.0,3.0,6,1,2,0.63
3,2,4300,4,4,1,3.0,4.0,3,5,2,0.63
3,2,4078,4,3,1,,,4,4,1,0.63
3,2,4078,6,4,1,4.0,4.0,6,3,2,0.63
3,2,4078,3,4,2,4.0,3.0,4,3,2,0.63
3,2,4077,4,4,1,4.0,4.0,6,3,2,0.63
3,2,4566,6,4,1,3.0,3.0,1,1,2,0.66
3,2,4560,5,5,1,,,5,3,2,0.66
3,2,4557,3,3,1,3.0,3.0,3,6,2,0.66
3,2,4556,3,3,1,4.0,5.0,6,3,2,0.66
3,2,4551,5,5,1,4.0,1.0,3,4,2,0.66
3,2,4520,4,4,1,4.0,2.0,3,6,2,0.66
3,2,4511,5,4,1,4.0,4.0,6,4,2,0.66
3,2,4510,5,5,1,4.0,4.0,4,5,2,0.66
3,2,4509,4,6,1,3.0,2.0,4,3,1,0.66
3,2,4503,5,3,1,,,6,3,2,0.66
3,2,4503,4,4,2,4.0,4.0,6,4,2,0.66
3,2,4502,6,6,1,,,6,5,2,0.66
3,2,4500,2,3,1,3.0,3.0,6,8,1,0.66
3,2,4306,3,4,1,4.0,4.0,6,97,2,0.66
3,2,4306,3,4,1,,,6,4,2,0.66
3,2,4305,5,3,1,4.0,4.0,6,5,1,0.66
3,2,4305,4,3,1,4.0,4.0,6,6,2,0.66
3,2,4226,3,3,1,2.0,2.0,5,3,1,0.66
3,2,4226,4,2,1,1.0,1.0,6,3,2,0.66
3,2,4218,4,3,1,,,4,97,2,0.66
3,2,4218,3,4,1,3.0,3.0,4,6,2,0.66
3,2,4217,3,4,2,3.0,3.0,6,3,2,0.66
3,2,4216,3,3,2,3.0,3.0,6,3,2,0.66
3,2,4215,2,3,1,3.0,2.0,3,5,2,0.66
3,2,4215,3,3,1,,,6,1,2,0.66
3,2,4212,4,3,1,4.0,4.0,1,4,2,0.66
3,2,4210,4,4,1,4.0,3.0,6,5,2,0.66
3,2,4209,4,4,1,4.0,4.0,6,5,2,0.66
3,2,4208,4,4,1,4.0,3.0,4,5,2,0.66
3,2,4207,5,4,2,4.0,4.0,4,4,1,0.66
3,2,4207,3,3,1,3.0,4.0,6,3,2,0.66
3,2,4205,4,4,1,4.0,4.0,5,5,1,0.66
3,2,4179,3,3,1,3.0,4.0,5,3,2,0.66
3,2,4178,3,3,1,3.0,3.0,6,4,2,0.66
3,2,4165,4,3,1,4.0,3.0,4,4,2,0.66
3,2,4165,2,3,1,3.0,2.0,6,5,2,0.66
3,2,4165,4,5,1,4.0,4.0,6,7,2,0.66
3,2,4159,4,5,1,4.0,2.0,4,5,2,0.66
3,2,4159,4,4,2,4.0,4.0,4,5,2,0.66
3,2,4158,6,1,2,,,6,3,2,0.66
3,2,4157,4,3,1,,,6,3,2,0.66
3,2,4154,3,4,1,4.0,4.0,6,5,2,0.66
3,2,4152,6,3,1,3.0,3.0,5,3,2,0.66
3,2,4152,5,5,2,4.0,3.0,3,3,2,0.66
3,2,4151,4,4,2,4.0,4.0,6,1,2,0.66
3,2,4133,4,3,2,3.0,4.0,6,3,2,0.66
3,2,4133,5,5,2,4.0,4.0,6,6,2,0.66
3,2,4127,4,4,1,4.0,4.0,2,5,2,0.66
3,2,4124,6,6,1,1.0,1.0,6,4,2,0.66
3,2,4121,3,5,1,4.0,4.0,2,1,2,0.66
3,2,4118,4,4,1,,,2,97,1,0.66
3,2,4118,3,3,1,4.0,3.0,6,3,2,0.66
3,2,4116,3,4,1,4.0,3.0,6,5,1,0.66
3,2,4116,2,3,1,3.0,3.0,6,3,2,0.66
3,2,4116,6,5,1,4.0,4.0,4,6,2,0.66
3,2,4115,4,4,1,4.0,4.0,5,1,1,0.66
3,2,4114,4,4,1,4.0,2.0,3,5,2,0.66
3,2,4113,4,4,1,4.0,4.0,3,5,1,0.66
3,2,4111,4,4,1,4.0,4.0,2,3,1,0.66
3,2,4109,4,5,1,4.0,4.0,4,1,1,0.66
3,2,4109,4,4,1,4.0,1.0,6,1,2,0.66
3,2,4107,4,4,1,4.0,4.0,6,3,2,0.66
3,2,4103,5,4,1,4.0,3.0,6,2,1,0.66
3,2,4103,4,4,1,,,5,2,1,0.66
3,2,4103,6,4,1,,,4,3,2,0.66
3,2,4101,5,5,1,4.0,4.0,6,3,1,0.66
3,2,4074,4,4,1,4.0,3.0,4,2,1,0.66
3,2,4074,4,4,1,3.0,3.0,4,2,1,0.66
3,2,4074,3,3,1,3.0,3.0,6,7,2,0.66
3,2,4073,3,3,1,,,4,4,2,0.66
3,2,4068,4,4,1,4.0,4.0,3,4,1,0.66
3,2,4066,6,3,2,,,4,1,2,0.66
3,2,4064,1,3,1,3.0,2.0,6,3,2,0.66
3,2,4061,5,4,1,,,6,7,2,0.66
3,2,4055,5,4,1,4.0,4.0,6,7,2,0.66
3,2,4055,3,3,1,,,2,1,2,0.66
3,2,4055,5,4,1,5.0,5.0,5,97,2,0.66
3,2,4053,4,4,1,,,6,2,2,0.66
3,2,4053,2,4,1,4.0,4.0,6,3,2,0.66
3,2,4053,3,5,1,,,6,4,2,0.66
3,2,4051,4,3,1,4.0,4.0,6,2,2,0.66
3,2,4037,3,3,1,3.0,3.0,6,7,2,0.66
3,2,4035,3,2,1,4.0,2.0,6,4,2,0.66
3,2,4034,5,4,1,4.0,4.0,3,4,1,0.66
3,2,4034,3,4,1,3.0,4.0,6,3,2,0.66
3,2,4032,3,4,1,4.0,4.0,3,97,2,0.66
3,2,4030,3,3,2,3.0,3.0,6,1,1,0.66
3,2,4017,4,4,2,4.0,4.0,6,4,2,0.66
3,2,4017,5,4,1,4.0,2.0,3,5,2,0.66
3,2,4017,4,4,1,4.0,4.0,6,3,2,0.66
3,2,4013,4,3,1,,,4,3,1,0.66
3,2,4012,3,3,2,3.0,3.0,4,3,2,0.66
3,2,4012,3,3,1,3.0,2.0,6,3,2,0.66
3,2,4011,3,3,1,3.0,3.0,6,2,1,0.66
3,2,4011,3,3,1,,,6,97,2,0.66
3,2,4006,5,5,1,4.0,5.0,1,4,1,0.66
3,2,4006,5,5,1,3.0,4.0,3,4,1,0.66
3,2,4006,6,6,1,4.0,4.0,6,1,2,0.66
3,2,4006,4,4,1,4.0,3.0,3,1,2,0.66
3,2,4006,4,4,1,4.0,3.0,3,1,2,0.66
3,2,4005,4,5,1,3.0,4.0,3,1,2,0.66
3,2,4000,3,5,1,3.0,3.0,4,3,1,0.66
3,2,4000,3,3,1,3.0,2.0,6,3,2,0.66
4,2,4879,3,4,2,3.0,3.0,4,4,2,0.67
4,2,4879,5,5,1,5.0,4.0,3,8,2,0.67
4,2,4879,4,3,2,3.0,4.0,4,3,2,0.67
4,2,4879,4,3,1,3.0,3.0,1,5,2,0.67
4,2,4870,4,3,1,3.0,3.0,6,4,1,0.67
4,2,4870,4,3,1,4.0,3.0,6,1,2,0.67
4,2,4869,4,3,1,4.0,4.0,5,6,2,0.67
4,2,4868,2,2,1,2.0,2.0,4,3,1,0.67
4,2,4868,5,4,2,4.0,3.0,6,6,2,0.67
4,2,4818,3,3,1,3.0,3.0,6,97,2,0.67
4,2,4817,4,3,1,3.0,4.0,5,5,1,0.67
4,2,4817,5,5,1,4.0,4.0,6,6,2,0.67
4,2,4817,4,4,1,4.0,4.0,4,5,2,0.67
4,2,4815,4,1,2,2.0,1.0,6,4,2,0.67
4,2,4814,3,4,1,3.0,4.0,4,2,1,0.67
4,2,4814,3,3,2,3.0,3.0,6,5,2,0.67
4,2,4814,2,2,1,2.0,1.0,3,1,2,0.67
4,2,4814,4,4,1,4.0,3.0,6,6,2,0.67
4,2,4814,5,4,2,5.0,5.0,6,7,2,0.67
4,2,4812,4,4,1,,,6,1,2,0.67
4,2,4811,3,4,2,4.0,4.0,6,8,2,0.67
4,2,4810,4,3,1,3.0,2.0,6,4,2,0.67
4,2,4810,3,3,1,4.0,3.0,6,5,2,0.67
4,2,4802,6,4,1,3.0,3.0,6,2,2,0.67
4,2,4743,3,4,1,4.0,4.0,4,7,2,0.67
4,2,4740,3,3,2,,,6,4,2,0.67
4,2,4740,5,4,1,4.0,4.0,4,5,2,0.67
4,2,4740,6,5,1,5.0,5.0,3,3,2,0.67
4,2,4740,4,4,1,4.0,4.0,4,1,2,0.67
4,2,4740,3,4,1,4.0,2.0,6,6,2,0.67
4,2,4740,3,4,2,4.0,4.0,6,1,2,0.67
4,2,4703,4,4,1,4.0,3.0,6,4,2,0.67
4,2,4703,5,3,2,3.0,4.0,6,5,2,0.67
4,2,4680,3,4,1,4.0,4.0,6,6,2,0.67
4,2,4670,3,4,1,3.0,2.0,6,97,1,0.67
4,2,4670,4,4,1,4.0,5.0,4,5,2,0.67
4,2,4670,2,3,1,3.0,2.0,6,6,2,0.67
4,2,4655,5,5,1,5.0,4.0,5,6,2,0.67
4,2,4655,4,4,1,4.0,3.0,6,5,2,0.67
4,2,4655,4,4,1,4.0,4.0,6,5,2,0.67
4,2,4655,4,3,1,4.0,4.0,6,2,2,0.67
4,2,4570,2,3,1,3.0,3.0,6,5,2,0.67
4,2,4455,3,4,1,4.0,3.0,6,5,2,0.67
4,2,4401,4,5,1,4.0,3.0,2,3,2,0.67
4,2,4350,4,4,1,4.0,4.0,6,6,2,0.67
4,2,4350,4,5,1,4.0,2.0,6,7,2,0.67
4,2,4350,2,4,2,4.0,3.0,5,8,2,0.67
4,2,4343,4,3,2,4.0,3.0,6,5,2,0.67
4,2,4341,5,4,1,4.0,2.0,6,97,1,0.67
4,2,4341,1,2,1,1.0,2.0,4,97,2,0.67
4,2,4341,4,4,1,4.0,4.0,6,6,2,0.67
4,2,4304,6,6,1,,,6,1,2,0.67
4,2,4300,4,4,1,4.0,4.0,4,5,1,0.67
4,2,4300,5,4,1,4.0,3.0,4,5,1,0.67
4,2,4300,4,5,1,4.0,4.0,6,6,2,0.67
4,2,481,3,4,1,4.0,4.0,4,3,2,0.67
6,2,4868,3,3,1,3.0,3.0,6,8,2,0.69
6,2,4849,4,5,1,4.0,4.0,6,3,1,0.69
6,2,4815,4,4,1,4.0,4.0,6,8,2,0.69
6,2,4812,4,4,1,4.0,4.0,6,8,2,0.69
6,2,4740,6,2,1,,,5,8,2,0.69
6,2,4740,3,3,1,3.0,3.0,6,97,2,0.69
6,2,4700,2,2,1,2.0,2.0,6,8,2,0.69
6,2,4680,6,5,1,,,6,8,2,0.69
6,2,4670,4,4,1,3.0,4.0,6,8,2,0.69
6,2,4670,4,4,1,4.0,4.0,4,3,2,0.69
6,2,4655,4,4,1,4.0,3.0,4,8,1,0.69
6,2,4570,5,4,1,4.0,3.0,6,7,2,0.69
6,2,4570,4,6,2,4.0,3.0,6,8,2,0.69
6,2,4301,3,4,1,4.0,3.0,6,8,2,0.69
6,2,4078,3,4,1,4.0,3.0,6,8,2,0.69
6,2,4078,4,2,1,4.0,4.0,6,8,2,0.69
4,2,4575,4,4,1,4.0,4.0,6,5,2,0.75
4,2,4564,4,4,1,4.0,4.0,6,6,2,0.75
