SC2,SC3,SC4,Z1,Z5,Z10
3,2,4703,6,5,2
3,2,4703,6,4,2
3,2,4701,6,7,2
3,2,4701,6,5,2
3,2,4701,6,3,2
3,2,4701,6,1,2
3,2,4680,2,2,2
3,2,4680,5,5,2
3,2,4680,6,5,2
3,2,4655,6,4,2
3,2,4570,6,3,2
3,2,4350,6,6,2
3,2,4350,5,5,2
3,2,4350,6,3,2
3,2,4350,5,3,2
3,2,4307,3,1,2
3,2,4301,6,1,2
3,2,4300,3,5,2
3,2,4078,4,4,1
3,2,4078,6,3,2
3,2,4078,4,3,2
3,2,4077,6,3,2
3,2,4566,1,1,2
3,2,4560,5,3,2
3,2,4557,3,6,2
3,2,4556,6,3,2
3,2,4551,3,4,2
3,2,4520,3,6,2
3,2,4511,6,4,2
3,2,4510,4,5,2
3,2,4509,4,3,1
3,2,4503,6,3,2
3,2,4503,6,4,2
3,2,4502,6,5,2
3,2,4500,6,8,1
3,2,4306,6,9,2
3,2,4306,6,4,2
3,2,4305,6,5,1
3,2,4305,6,6,2
3,2,4226,5,3,1
3,2,4226,6,3,2
3,2,4218,4,9,2
3,2,4218,4,6,2
3,2,4217,6,3,2
3,2,4216,6,3,2
3,2,4215,3,5,2
3,2,4215,6,1,2
3,2,4212,1,4,2
3,2,4210,6,5,2
3,2,4209,6,5,2
3,2,4208,4,5,2
3,2,4207,4,4,1
3,2,4207,6,3,2
3,2,4205,5,5,1
3,2,4179,5,3,2
3,2,4178,6,4,2
3,2,4165,4,4,2
3,2,4165,6,5,2
3,2,4165,6,7,2
3,2,4159,4,5,2
3,2,4159,4,5,2
3,2,4158,6,3,2
3,2,4157,6,3,2
3,2,4154,6,5,2
3,2,4152,5,3,2
3,2,4152,3,3,2
3,2,4151,6,1,2
3,2,4133,6,3,2
3,2,4133,6,6,2
3,2,4127,2,5,2
3,2,4124,6,4,2
3,2,4121,2,1,2
3,2,4118,2,9,1
3,2,4118,6,3,2
3,2,4116,6,5,1
3,2,4116,6,3,2
3,2,4116,4,6,2
3,2,4115,5,1,1
3,2,4114,3,5,2
3,2,4113,3,5,1
3,2,4111,2,3,1
3,2,4109,4,1,1
3,2,4109,6,1,2
3,2,4107,6,3,2
3,2,4103,6,2,1
3,2,4103,5,2,1
3,2,4103,4,3,2
3,2,4101,6,3,1
3,2,4074,4,2,1
3,2,4074,4,2,1
3,2,4074,6,7,2
3,2,4073,4,4,2
3,2,4068,3,4,1
3,2,4066,4,1,2
3,2,4064,6,3,2
3,2,4061,6,7,2
3,2,4055,6,7,2
3,2,4055,2,1,2
3,2,4055,5,9,2
3,2,4053,6,2,2
3,2,4053,6,3,2
3,2,4053,6,4,2
3,2,4051,6,2,2
3,2,4037,6,7,2
3,2,4035,6,4,2
3,2,4034,3,4,1
3,2,4034,6,3,2
3,2,4032,3,9,2
3,2,4030,6,1,1
3,2,4017,6,4,2
3,2,4017,3,5,2
3,2,4017,6,3,2
3,2,4013,4,3,1
3,2,4012,4,3,2
3,2,4012,6,3,2
3,2,4011,6,2,1
3,2,4011,6,9,2
3,2,4006,1,4,1
3,2,4006,3,4,1
3,2,4006,6,1,2
3,2,4006,3,1,2
3,2,4006,3,1,2
3,2,4005,3,1,2
3,2,4000,4,3,1
3,2,4000,6,3,2
4,2,4879,4,4,2
4,2,4879,3,8,2
4,2,4879,4,3,2
4,2,4879,1,5,2
4,2,4870,6,4,1
4,2,4870,6,1,2
4,2,4869,5,6,2
4,2,4868,4,3,1
4,2,4868,6,6,2
4,2,4818,6,9,2
4,2,4817,5,5,1
4,2,4817,6,6,2
4,2,4817,4,5,2
4,2,4815,6,4,2
4,2,4814,4,2,1
4,2,4814,6,5,2
4,2,4814,3,1,2
4,2,4814,6,6,2
4,2,4814,6,7,2
4,2,4812,6,1,2
4,2,4811,6,8,2
4,2,4810,6,4,2
4,2,4810,6,5,2
4,2,4802,6,2,2
4,2,4743,4,7,2
4,2,4740,6,4,2
4,2,4740,4,5,2
4,2,4740,3,3,2
4,2,4740,4,1,2
4,2,4740,6,6,2
4,2,4740,6,1,2
4,2,4703,6,4,2
4,2,4703,6,5,2
4,2,4680,6,6,2
4,2,4670,6,9,1
4,2,4670,4,5,2
4,2,4670,6,6,2
4,2,4655,5,6,2
4,2,4655,6,5,2
4,2,4655,6,5,2
4,2,4655,6,2,2
4,2,4570,6,5,2
4,2,4455,6,5,2
4,2,4401,2,3,2
4,2,4350,6,6,2
4,2,4350,6,7,2
4,2,4350,5,8,2
4,2,4343,6,5,2
4,2,4341,6,9,1
4,2,4341,4,9,2
4,2,4341,6,6,2
4,2,4304,6,1,2
4,2,4300,4,5,1
4,2,4300,4,5,1
4,2,4300,6,6,2
4,2,,4,3,2
6,2,4868,6,8,2
6,2,4849,6,3,1
6,2,4815,6,8,2
6,2,4812,6,8,2
6,2,4740,5,8,2
6,2,4740,6,9,2
6,2,4700,6,8,2
6,2,4680,6,8,2
6,2,4670,6,8,2
6,2,4670,4,3,2
6,2,4655,4,8,1
6,2,4570,6,7,2
6,2,4570,6,8,2
6,2,4301,6,8,2
6,2,4078,6,8,2
6,2,4078,6,8,2
4,2,4575,6,5,2
4,2,4564,6,6,2
4,2,4558,6,2,2
4,2,4556,6,3,2
4,2,4555,4,5,2
4,2,4508,6,9,1
4,2,4500,6,6,2
4,2,4500,4,5,2
4,2,4306,6,6,2
4,2,4305,6,5,2
4,2,4285,6,6,2
4,2,4285,6,5,2
4,2,4280,4,6,2
4,2,4224,3,3,2
4,2,4217,4,8,2
4,2,4215,4,6,2
4,2,4214,3,4,2
4,2,4212,6,8,2
4,2,4209,3,4,1
4,2,4209,4,5,2
4,2,4209,2,6,2
4,2,4208,6,5,2
4,2,4207,5,6,1
4,2,4207,6,5,2
4,2,4179,6,1,2
4,2,4178,6,3,2
4,2,4169,3,4,2
4,2,4169,5,3,2
4,2,4165,6,8,2
4,2,4163,5,5,1
4,2,4161,6,3,1
4,2,4154,5,3,2
4,2,4154,4,5,2
4,2,4152,1,4,1
4,2,4152,6,5,2
4,2,4152,6,5,2
4,2,4132,4,5,2
4,2,4128,5,3,2
4,2,4127,6,8,2
4,2,4123,6,6,2
4,2,4122,3,4,2
4,2,4122,6,7,2
4,2,4122,5,8,2
4,2,4121,4,8,2
4,2,4120,4,2,2
4,2,4118,1,1,2
4,2,4109,6,6,1
4,2,4109,4,3,2
4,2,4109,4,6,2
4,2,4103,6,4,1
4,2,4103,6,4,1
4,2,4103,5,3,2
4,2,4074,6,6,2
4,2,4070,6,8,2
4,2,4070,5,8,2
4,2,4069,5,3,2
4,2,4053,6,6,2
4,2,4053,6,4,2
4,2,4037,6,3,2
4,2,4037,6,4,2
4,2,4036,6,5,2
4,2,4034,3,5,1
4,2,4032,4,3,2
4,2,4017,6,7,2
4,2,4012,6,8,2
4,2,4007,4,4,2
2,2,4572,6,7,2
2,2,4558,5,4,2
2,2,4556,5,1,2
2,2,4555,5,2,2
2,2,4518,6,4,2
2,2,4227,1,2,2
2,2,4220,3,5,2
2,2,4215,4,1,2
2,2,4215,6,1,2
2,2,4212,3,7,2
2,2,4207,6,3,2
2,2,4207,6,7,2
2,2,4179,6,7,2
2,2,4178,6,2,2
2,2,4165,6,7,2
2,2,4157,6,7,2
2,2,4132,6,9,2
2,2,4124,6,2,2
2,2,4124,6,2,2
2,2,4124,6,2,2
2,2,4122,4,2,2
2,2,4121,5,2,2
2,2,4120,6,7,2
2,2,4118,6,9,2
2,2,4118,5,1,2
2,2,4116,4,4,1
2,2,4113,3,2,1
2,2,4113,3,2,1
2,2,4110,6,7,1
2,2,4104,3,2,2
2,2,4103,3,2,1
2,2,4101,5,7,2
2,2,4074,4,7,1
2,2,4067,2,2,2
2,2,4066,6,2,2
2,2,4066,6,2,2
2,2,4061,6,7,2
2,2,4060,6,3,2
2,2,4059,5,1,2
2,2,4053,6,3,2
2,2,4051,5,7,2
2,2,4036,6,7,2
2,2,4034,6,7,2
2,2,4034,6,7,2
2,2,4030,6,3,2
2,2,4030,6,4,2
2,2,4030,6,3,2
2,2,4021,6,5,2
2,2,4017,5,7,1
2,2,4012,6,7,2
2,2,4011,6,7,2
2,2,4006,6,2,2
7,2,4512,6,8,2
7,2,4511,6,3,2
7,2,4501,6,8,1
7,2,4215,5,8,2
7,2,4205,6,3,2
7,2,4160,6,8,2
7,2,4157,6,9,2
7,2,4069,6,8,2
7,2,4034,6,8,2
7,2,4017,6,8,2
7,2,4014,6,7,2
7,2,4011,6,8,2
7,2,4883,6,8,2
7,2,4881,6,8,1
7,2,4870,6,8,2
7,2,4870,6,8,2
7,2,4870,6,8,2
7,2,4802,1,8,2
7,2,4802,1,8,2
7,2,4655,5,8,2
7,2,4655,1,8,2
7,2,4390,6,8,2
7,2,4370,6,8,2
7,2,4370,6,3,2
7,2,4341,6,8,2
5,2,4870,6,3,2
5,2,4870,4,6,2
5,2,4870,6,8,2
5,2,4860,6,3,2
5,2,4817,6,7,2
5,2,4817,4,9,2
5,2,4817,4,6,2
5,2,4817,6,2,2
5,2,4811,6,6,2
5,2,4810,6,7,1
5,2,4802,6,3,2
5,2,4751,6,7,2
5,2,4740,6,6,2
5,2,4740,6,3,2
5,2,4701,6,5,2
5,2,4701,6,8,2
5,2,4695,6,7,2
5,2,4680,6,8,2
5,2,4680,2,3,2
5,2,4670,6,2,1
5,2,4352,6,7,2
2,2,4870,4,2,2
2,2,4812,6,3,1
2,2,4811,6,2,2
2,2,4740,6,2,1
2,2,4740,6,9,2
2,2,4740,6,7,2
2,2,4703,6,7,2
2,2,4701,6,5,2
2,2,4701,6,3,2
2,2,4700,6,2,2
2,2,4659,3,3,1
2,2,4659,4,3,1
2,2,4659,2,3,1
2,2,4600,6,3,2
2,2,4350,1,2,1
2,2,4350,6,4,2
2,2,4350,4,3,2
2,2,4301,4,7,2
2,2,4078,4,3,1
2,2,4077,4,7,2
2,2,4077,5,7,2
2,2,4075,6,7,2
2,2,4075,6,3,2
6,2,4556,6,8,2
6,2,4551,6,8,2
6,2,4519,1,8,2
6,2,4515,3,8,2
6,2,4510,6,8,2
6,2,4500,6,8,2
6,2,4218,6,3,2
6,2,4207,5,8,2
6,2,4164,6,7,2
6,2,4060,3,8,2
6,2,4054,6,3,2
6,2,4018,4,8,2
6,2,4017,6,8,2
5,2,4510,6,3,2
5,2,4503,6,8,2
5,2,4218,3,8,1
5,2,4217,6,7,2
5,2,4217,3,6,2
5,2,4211,6,8,2
5,2,4163,6,7,2
5,2,4121,6,6,2
5,2,4109,4,6,1
5,2,4074,6,8,2
5,2,4068,3,6,1
5,2,4066,2,3,1
5,2,4061,6,3,2
5,2,4060,6,9,2
5,2,4051,6,6,2
5,2,4019,6,7,2
5,2,4017,6,8,2
7,1,4879,5,8,2
7,1,4878,6,8,2
7,1,4870,5,3,2
7,1,4870,6,8,2
7,1,4870,3,8,2
7,1,4870,6,3,2
7,1,4868,6,8,2
7,1,4850,6,8,2
7,1,4818,6,8,2
7,1,4818,6,3,2
7,1,4817,6,8,2
7,1,4815,5,3,2
7,1,4815,6,8,2
7,1,4810,6,8,2
7,1,4810,6,3,2
7,1,4810,4,8,2
7,1,4799,4,8,2
7,1,4701,5,3,2
7,1,4680,6,8,2
7,1,4670,6,3,1
7,1,4670,6,8,2
7,1,4670,6,8,2
7,1,4670,6,8,2
7,1,4659,6,3,2
7,1,4655,5,8,2
7,1,4650,6,8,2
7,1,4615,6,8,2
7,1,4580,6,3,2
7,1,4356,6,3,2
7,1,4352,6,8,2
7,1,4350,6,8,2
7,1,4350,6,8,2
7,1,4350,5,8,2
7,1,4350,6,8,2
6,1,4879,5,7,2
6,1,4879,6,3,2
6,1,4879,6,3,2
6,1,4869,6,8,2
6,1,4868,6,8,2
6,1,4860,4,8,2
6,1,4812,6,8,2
6,1,4811,6,7,2
6,1,4810,3,8,2
6,1,4802,6,3,2
6,1,4740,6,8,2
6,1,4740,6,3,2
6,1,4701,6,8,2
6,1,4701,6,8,2
6,1,4700,6,8,2
6,1,4680,6,8,2
6,1,4680,6,8,2
6,1,4670,6,8,2
6,1,4670,6,8,2
6,1,4655,6,9,2
6,1,4655,6,8,2
6,1,4655,3,7,2
6,1,4370,6,8,2
6,1,4352,6,8,2
6,1,4350,6,8,1
6,1,4350,6,8,2
6,1,4350,6,8,2
6,1,4350,6,8,2
6,1,4350,6,9,2
6,1,4350,6,3,2
6,1,4350,6,3,2
6,1,4350,4,7,2
6,1,4310,2,8,2
6,1,4301,6,7,2
7,1,4573,6,8,2
7,1,4573,6,8,2
7,1,4562,6,3,2
7,1,4560,6,8,2
7,1,4558,6,8,2
7,1,4557,6,8,2
7,1,4556,6,3,2
7,1,4552,6,9,2
7,1,4551,6,3,2
7,1,4551,2,8,2
7,1,4510,4,8,2
7,1,4510,4,2,2
7,1,4508,6,2,2
7,1,4507,6,8,2
7,1,4504,6,8,1
7,1,4500,6,9,2
7,1,4221,6,3,2
7,1,4220,6,8,2
7,1,4218,4,7,1
7,1,4218,1,8,2
7,1,4216,6,3,2
7,1,4216,6,8,2
7,1,4216,6,3,2
7,1,4214,4,8,2
7,1,4214,5,9,2
7,1,4212,3,8,2
7,1,4211,6,7,2
7,1,4211,6,3,2
7,1,4211,6,6,2
7,1,4211,6,8,2
7,1,4207,6,3,2
7,1,4165,6,8,2
7,1,4161,6,8,2
7,1,4160,6,3,2
7,1,4120,6,8,2
7,1,4120,6,8,2
7,1,4118,5,9,2
7,1,4073,6,3,1
7,1,4069,6,3,2
7,1,4061,6,7,2
7,1,4060,6,8,2
7,1,4053,6,3,2
7,1,4017,6,8,2
6,1,4558,5,8,2
6,1,4552,6,8,2
6,1,4551,6,9,2
6,1,4510,6,8,2
6,1,4509,6,3,1
6,1,4508,6,8,2
6,1,4506,5,3,2
6,1,4503,6,8,2
6,1,4306,6,8,2
6,1,4285,6,2,2
6,1,4221,6,8,2
6,1,4217,6,8,2
6,1,4216,6,8,2
6,1,4215,3,8,2
6,1,4214,6,8,2
6,1,4179,6,8,2
6,1,4178,6,6,2
6,1,4165,6,8,2
6,1,4152,3,7,2
6,1,4121,6,3,2
6,1,4115,6,6,2
6,1,4114,6,3,1
6,1,4114,6,8,2
6,1,4112,4,7,1
6,1,4109,6,6,2
6,1,4104,6,8,2
6,1,4103,5,8,2
6,1,4073,6,8,2
6,1,4068,6,8,2
6,1,4035,6,3,2
6,1,4034,6,8,2
6,1,4017,6,8,2
6,1,4005,2,7,2
4,1,4567,6,5,2
4,1,4509,6,4,2
4,1,4504,6,6,2
4,1,4500,6,8,2
4,1,4305,6,3,2
4,1,4285,5,5,2
4,1,4220,2,6,2
4,1,4218,4,3,2
4,1,4215,6,3,2
4,1,4210,6,9,2
4,1,4210,6,5,2
4,1,4165,6,2,2
4,1,4165,6,4,2
4,1,4129,6,3,2
4,1,4122,6,6,2
4,1,4122,6,3,2
4,1,4122,6,3,2
4,1,4116,6,5,1
4,1,4113,6,5,2
4,1,4069,6,8,2
4,1,4069,6,8,2
4,1,4066,3,3,2
4,1,4059,6,8,2
4,1,4034,6,5,1
4,1,4034,6,3,2
4,1,4034,6,3,2
4,1,4018,5,3,2
4,1,4018,5,3,2
4,1,4006,4,5,1
4,1,4006,1,3,1
4,1,4870,2,9,2
4,1,4870,6,5,2
4,1,4870,6,1,2
4,1,4869,1,2,1
4,1,4869,4,8,2
4,1,4868,4,6,2
4,1,4817,5,6,2
4,1,4817,6,4,2
4,1,4817,6,6,2
4,1,4814,6,4,2
4,1,4814,6,5,2
4,1,4811,6,2,2
4,1,4810,3,6,2
4,1,4806,6,4,1
4,1,4751,6,5,1
4,1,4745,6,4,2
4,1,4740,6,8,2
4,1,4740,6,8,2
4,1,4701,6,1,2
4,1,4680,6,6,2
4,1,4680,4,4,2
4,1,4670,6,8,2
4,1,4303,5,6,1
4,1,4301,4,5,1
4,1,4300,6,6,2
4,1,4300,3,4,2
3,1,4560,6,2,2
3,1,4506,6,3,1
3,1,4305,6,9,2
3,1,4226,6,3,2
3,1,4223,6,5,2
3,1,4209,4,1,1
3,1,4179,6,3,2
3,1,4131,6,1,2
3,1,4123,4,7,2
3,1,4122,5,4,2
3,1,4114,6,9,2
3,1,4111,5,4,2
3,1,4073,6,2,2
3,1,4061,6,2,2
3,1,4054,6,3,2
3,1,4051,6,4,2
3,1,4034,3,5,2
3,1,4019,6,1,2
3,1,4007,2,2,2
3,1,4878,2,3,2
3,1,4870,5,6,2
3,1,4817,1,3,2
3,1,4814,6,4,2
3,1,4810,3,2,2
3,1,4810,4,5,2
3,1,4077,3,2,2
5,1,4870,6,6,2
5,1,4817,6,9,1
5,1,4810,6,8,2
5,1,4740,6,8,2
5,1,4740,6,8,2
5,1,4740,6,4,2
5,1,4701,6,7,2
5,1,4701,6,8,2
5,1,4670,6,8,2
5,1,4350,4,8,2
5,1,4304,6,3,1
5,1,4078,6,6,2
5,1,4556,6,7,2
5,1,4509,5,7,2
5,1,4506,6,2,2
5,1,4503,6,7,2
5,1,4215,6,6,2
5,1,4155,6,6,2
5,1,4155,6,6,2
5,1,4151,6,8,2
5,1,4127,6,7,2
5,1,4122,6,6,2
5,1,4116,5,6,2
5,1,4114,6,3,2
5,1,4108,6,9,2
5,1,4108,4,7,2
5,1,4034,6,8,2
5,1,4031,6,6,2
5,1,4020,5,3,2
5,1,4020,6,6,2
5,1,4006,6,6,2
2,1,4170,6,7,2
2,1,4151,4,3,2
2,1,4812,2,3,2
3,2,4883,2,3,1
3,2,4879,3,1,2
3,2,4878,6,3,2
3,2,4875,6,3,1
3,2,4870,2,2,2
3,2,4870,6,4,2
3,2,4870,6,4,2
3,2,4819,6,2,2
3,2,4818,6,9,2
3,2,4818,6,1,2
3,2,4817,6,3,2
3,2,4815,6,3,2
3,2,4814,4,4,1
3,2,4814,4,4,1
3,2,4810,2,1,1
3,2,4810,4,8,2
3,2,4740,6,4,2
3,2,4740,2,3,2
3,2,4740,1,3,2
3,2,4740,2,1,2
3,2,4705,6,3,2
3,2,4703,6,4,2
3,2,4702,6,7,2
3,2,4701,5,5,2
3,2,4701,6,3,2
3,2,4700,5,3,2
3,2,4700,6,1,2
3,2,4680,3,4,2
3,2,4680,6,3,2
3,2,4680,6,9,2
3,2,4670,6,4,2
3,2,4655,6,1,2
3,2,4655,6,5,2
3,2,4581,4,1,2
3,2,4570,6,3,2
3,2,4301,4,3,2
3,2,4301,6,5,2
3,2,4573,6,3,2
3,2,4557,2,4,1
3,2,4551,3,3,2
3,2,4509,4,6,2
3,2,4509,6,7,2
3,2,4506,4,9,2
3,2,4503,3,3,2
3,2,4270,4,3,2
3,2,4228,6,3,2
3,2,4217,6,3,2
3,2,4217,5,5,2
3,2,4214,2,5,1
3,2,4211,6,5,1
3,2,4207,6,6,2
3,2,4170,2,1,1
3,2,4170,2,3,2
3,2,4169,6,2,2
3,2,4169,1,2,2
3,2,4154,6,4,1
3,2,4154,3,3,1
3,2,4152,2,2,2
3,2,4151,6,3,2
3,2,4124,6,9,2
3,2,4122,6,3,2
3,2,4118,6,3,2
3,2,4116,6,3,2
3,2,4115,5,1,2
3,2,4114,6,3,2
3,2,4105,6,2,2
3,2,4103,4,3,2
3,2,4101,2,3,1
3,2,4074,6,3,2
3,2,4059,6,2,2
3,2,4053,3,3,2
3,2,4032,5,5,2
3,2,4031,6,4,2
3,2,4031,6,1,2
3,2,4020,4,3,2
3,2,4006,2,1,2
3,2,4006,3,3,2
3,2,4005,3,1,2
3,2,4000,2,3,2
4,2,4879,6,5,2
4,2,4878,6,3,2
4,2,4873,6,7,2
4,2,4870,6,3,2
4,2,4870,6,3,2
4,2,4869,6,5,2
4,2,4868,6,1,2
4,2,4818,6,5,2
4,2,4817,6,3,2
4,2,4814,3,5,2
4,2,4814,6,7,2
4,2,4814,6,6,2
4,2,4814,6,8,2
4,2,4812,6,5,2
4,2,4810,1,5,2
4,2,4810,3,6,2
4,2,4802,6,8,2
4,2,4740,4,3,1
4,2,4740,4,3,2
4,2,4740,6,6,2
4,2,4740,6,5,2
4,2,4737,6,7,2
4,2,4702,6,6,2
4,2,4701,6,5,1
4,2,4671,6,6,2
4,2,4350,6,5,2
4,2,4350,6,5,2
4,2,4350,6,4,2
4,2,4311,6,5,2
4,2,4078,6,4,2
4,2,4078,4,5,2
4,2,4077,6,5,2
4,2,4077,6,5,2
4,2,,6,6,2
6,2,4885,6,3,2
6,2,4879,6,3,2
6,2,4879,5,7,2
6,2,4878,1,8,2
6,2,4870,6,7,2
6,2,4870,6,7,2
6,2,4870,5,7,2
6,2,4817,6,8,2
6,2,4814,4,8,2
6,2,4814,6,8,2
6,2,4814,6,8,2
6,2,4812,6,8,2
6,2,4812,6,8,2
6,2,4811,6,8,2
6,2,4811,6,8,2
6,2,4810,6,8,2
6,2,4807,6,8,2
6,2,4750,6,3,2
6,2,4750,6,3,2
6,2,4740,4,3,2
6,2,4701,6,3,2
6,2,4670,5,8,2
6,2,4670,6,8,2
6,2,4655,6,8,2
6,2,4655,6,7,2
6,2,4655,4,8,2
6,2,4650,6,8,2
6,2,4413,6,3,2
6,2,4350,6,8,2
6,2,4350,6,7,2
6,2,4350,6,9,2
6,2,4350,6,8,2
6,2,4341,6,8,2
6,2,4300,6,3,2
6,2,4075,6,8,2
4,2,4560,6,6,2
4,2,4560,6,5,2
4,2,4558,6,2,2
4,2,4557,6,3,2
4,2,4518,6,3,2
4,2,4512,6,5,2
4,2,4509,2,5,2
4,2,4305,6,5,2
4,2,4280,6,7,2
4,2,4225,6,4,2
4,2,4220,4,3,2
4,2,4220,6,5,2
4,2,4218,6,8,1
4,2,4217,5,4,2
4,2,4215,5,1,2
4,2,4215,5,1,2
4,2,4212,6,5,2
4,2,4211,6,5,2
4,2,4210,6,5,2
4,2,4209,3,5,1
4,2,4209,2,6,2
4,2,4209,2,3,2
4,2,4207,6,5,2
4,2,4179,6,6,2
4,2,4170,6,6,2
4,2,4165,5,1,2
4,2,4152,6,3,2
4,2,4133,4,1,2
4,2,4133,6,5,2
4,2,4133,6,5,2
4,2,4133,6,6,2
4,2,4129,6,5,1
4,2,4124,6,6,2
4,2,4123,6,6,2
4,2,4122,5,5,1
4,2,4122,5,5,1
4,2,4122,5,5,1
4,2,4122,6,9,2
4,2,4116,2,5,1
4,2,4114,6,6,2
4,2,4109,2,3,2
4,2,4108,6,3,1
4,2,4102,5,2,2
4,2,4101,6,4,2
4,2,4074,1,5,1
4,2,4070,6,5,2
4,2,4066,5,3,2
4,2,4064,3,3,2
4,2,4060,6,5,2
4,2,4054,4,3,2
4,2,4053,3,5,2
4,2,4051,4,8,2
4,2,4034,6,6,1
4,2,4034,6,5,2
4,2,4034,5,1,2
4,2,4034,6,2,2
4,2,4018,6,9,2
4,2,4014,6,5,2
4,2,4000,4,3,1
2,2,4559,6,2,2
2,2,4509,6,7,1
2,2,4305,6,2,2
2,2,4285,6,2,2
2,2,4217,6,9,2
2,2,4210,3,2,2
2,2,4171,6,7,2
2,2,4128,6,2,2
2,2,4128,6,2,2
2,2,4122,3,2,2
2,2,4122,6,7,2
2,2,4074,6,7,1
2,2,4074,6,7,1
2,2,4068,1,1,2
2,2,4000,1,2,2
7,2,4573,5,3,2
7,2,4563,6,8,2
7,2,4560,5,8,2
7,2,4511,6,3,1
7,2,4511,4,9,2
7,2,4503,6,8,2
7,2,4503,6,8,2
7,2,4226,3,8,2
7,2,4217,6,8,2
7,2,4217,6,8,2
7,2,4216,5,8,2
7,2,4215,2,8,2
7,2,4214,6,8,2
7,2,4212,6,8,2
7,2,4208,6,9,1
7,2,4184,4,8,2
7,2,4178,6,7,2
7,2,4161,6,8,1
7,2,4118,6,8,2
7,2,4115,6,8,2
7,2,4109,6,8,2
7,2,4105,6,8,2
7,2,4074,6,8,2
7,2,4069,6,8,2
7,2,4068,6,8,2
7,2,4053,6,9,1
7,2,4032,6,8,2
7,2,4879,3,2,2
7,2,4878,5,8,1
7,2,4870,4,8,2
7,2,4868,6,8,2
7,2,4868,6,8,2
7,2,4739,6,8,2
7,2,4702,4,3,2
7,2,4701,6,8,2
7,2,4680,3,8,2
7,2,4670,6,8,2
7,2,4655,6,8,2
7,2,4655,6,8,2
7,2,4580,6,8,2
7,2,4350,6,7,2
7,2,4301,6,8,2
7,2,4078,6,6,1
5,2,4879,6,8,2
5,2,4870,6,7,1
5,2,4870,6,8,2
5,2,4869,6,6,2
5,2,4815,6,6,2
5,2,4740,6,8,2
5,2,4740,6,7,2
5,2,4740,6,8,2
5,2,4702,6,3,2
5,2,4701,2,7,2
5,2,4700,6,7,2
5,2,4680,6,7,2
5,2,4680,6,6,2
5,2,4650,5,8,2
5,2,4570,6,3,2
5,2,4350,6,7,1
2,2,4870,3,2,2
2,2,4869,3,5,2
2,2,4860,4,4,2
2,2,4818,6,3,2
2,2,4815,4,7,2
2,2,4814,5,9,2
2,2,4701,4,2,1
2,2,4701,6,4,2
2,2,4701,6,4,2
2,2,4077,4,1,1
6,2,4551,6,8,2
6,2,4509,6,8,1
6,2,4507,6,3,2
6,2,4502,6,9,2
6,2,4272,2,8,2
6,2,4226,3,8,2
6,2,4217,6,8,2
6,2,4208,3,8,2
6,2,4207,6,7,2
6,2,4170,4,8,2
6,2,4152,6,7,2
6,2,4127,6,8,2
6,2,4123,6,8,2
6,2,4122,6,8,2
6,2,4068,6,7,1
6,2,4061,6,8,2
6,2,4055,6,3,2
6,2,4051,6,8,2
6,2,4022,6,8,2
6,2,4021,6,7,2
6,2,4019,6,8,2
6,2,4017,6,7,2
5,2,4515,6,8,2
5,2,4510,6,7,2
5,2,4500,6,6,2
5,2,4178,4,8,2
5,2,4152,2,6,2
5,2,4133,6,8,1
5,2,4128,4,3,2
5,2,4122,6,8,2
5,2,4121,6,7,2
5,2,4053,6,7,2
6,1,4825,6,8,2
5,2,4825,5,8,2
5,2,4825,6,8,2
7,2,4474,6,8,2
